PERIOD_START_TIME,PLMN name,RNC name,RRC Connection setup SR,Call Setup Success Rate CS -Speech,HSDPA Accessibility,HSUPA Accessibility,CSSR for PS,Soft Handover Success Rate CS and PS,IRAT HO Success Rate CS,3G Traffic CS - Speech,PS HSUPA Volume,PS HSDPA Volume,AVG Nbr of HSDPA Users,AVG Nbr of HSUPA Users,CS drop rate,PS Global RAB Drop Rate,PS HSDPA RAB Drop Rate,PS HSUPA RAB Drop Rate,PS HSDPA Throughput,PS HSUPA Throughput,PS R99 Setup SR User,PS R99 Drop Rate User,PS R99 DL Data Volume,PS R99 UL Data Volume,Packet Loss,RRC Drop rate
2/25/18 19:00,PLMN,N357,100,100,99.6656,99.7124,99.3597,99.9571,100,5.4617,9.727,69.5043,4.0706,4.6213,0.823,4.328,0.5112,0.481,6474.8065,404.1625,,1.0396,0.0528,0.0322,,1.87
2/25/18 19:00,PLMN,N403,99.9985,99.7915,99.7648,99.7473,98.9009,99.9718,95.9596,554.1312,158.8043,915.343,6.2827,7.4539,0.2447,1.3983,0.3846,0.386,4163.69,440.4724,100,2.8939,0.1986,0.1258,0.8486,0.63
2/25/18 19:00,PLMN,N406,99.8308,99.7689,97.2591,96.9558,98.4058,99.3265,98.6155,586.7801,190.101,987.7574,9.4518,10.4954,0.4457,3.5627,0.6125,0.5792,4576.1532,527.5572,100,3.3317,0.2206,0.1327,4.6194,1.36
2/25/18 19:00,PLMN,N407,99.9952,99.7865,99.7005,99.7552,98.821,99.9532,98.5867,1640.1532,278.3604,1635.5402,7.3592,8.7436,0.2847,1.8571,0.5685,0.5701,3853.1164,433.3431,99.0783,3.0088,0.3098,0.1782,3.6087,0.88
2/25/18 19:00,PLMN,N408,99.9574,99.8074,99.7392,99.7777,98.6611,99.9479,97.8261,2309.5176,268.6638,1563.9135,6.2146,7.5868,0.3914,2.084,0.565,0.5768,4098.1415,421.7193,98.8848,3.7269,0.3469,0.2224,0.9597,0.83
2/25/18 19:00,PLMN,N601,99.9805,99.6767,99.5533,99.2361,98.2577,99.6915,97.3745,322.2837,181.9355,909.1987,8.5445,9.7498,0.6068,2.9474,0.7132,0.7015,4264.0565,509.1281,99.5536,3.4608,0.2523,0.148,4.4224,1.3
2/25/18 19:00,PLMN,N602,99.9837,99.7203,99.6622,99.4725,98.7828,99.9465,96.9305,1120.0613,283.4288,1708.6039,7.3851,8.917,0.3517,1.8448,0.4521,0.4707,4060.9973,453.404,100,3.0183,0.3443,0.2425,3.2478,0.81
2/25/18 20:00,PLMN,N103,99.9989,99.8848,99.8362,99.8672,99.3104,99.9763,97.482,1795.9054,150.3814,795.2398,2.4368,3.0609,0.2204,0.5749,0.4232,0.3908,4186.1872,227.1081,100,3.4407,0.1441,0.0603,0.2162,0.32
2/25/18 20:00,PLMN,N104,100,99.7123,99.6697,99.7465,98.8918,99.9694,98.8852,486.3735,112.8311,695.7506,7.166,8.3663,0.57,0.9201,0.573,0.4619,4682.6964,530.5336,98.0198,2.784,0.0965,0.0485,3.0807,0.5
2/25/18 20:00,PLMN,N105,99.989,99.6044,99.3699,99.5985,98.7881,99.9503,98.9619,458.0566,143.3196,758.015,6.3253,7.4739,0.4399,1.6898,0.8284,0.7306,3914.7731,423.2103,100,2.8977,0.1828,0.1007,1.4118,0.68
